StandingTackle,Finishing,Composure,LongPassing,ShortPassing,SprintSpeed,HeadingAccuracy,Positioning,Aggression,Overall,LongShots,Marking,Jumping,GKHandling,Vision,Agility,GKReflexes,GKDiving,Balance,GKKicking,Dribbling,Age,Volleys,Strength,Stamina,Interceptions,Crossing,Penalties,BallControl,Acceleration,ShotPower,SlidingTackle,GKPositioning,Curve,Reactions,ID,RWB,RM,RS,LAM,CAM,RCM,LWB,LDM,CM,CDM,ST,RDM,CF,LF,LB,GK,RAM,RCB,LCB,CB,LS,LCM,RW,LM,LW,RF,RB
61.0,50.0,66.0,66.0,71.0,60.0,41.0,66.0,83.0,68.0,45.0,53.0,53.0,9.0,62.0,62.0,12.0,13.0,68.0,13.0,70.0,25.0,61.0,64.0,78.0,63.0,54.0,54.0,71.0,66.0,77.0,55.0,14.0,59.0,73.0,235226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,13.0,63.0,15.0,12.0,45.0,15.0,16.0,28.0,68.0,15.0,13.0,57.0,68.0,67.0,54.0,71.0,65.0,52.0,67.0,14.0,27.0,13.0,62.0,25.0,23.0,14.0,11.0,23.0,50.0,12.0,12.0,65.0,13.0,62.0,173531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,70.0,62.0,65.0,69.0,70.0,55.0,65.0,81.0,68.0,62.0,52.0,64.0,8.0,65.0,76.0,8.0,14.0,81.0,8.0,70.0,29.0,48.0,71.0,92.0,62.0,62.0,52.0,68.0,61.0,66.0,58.0,13.0,50.0,53.0,208861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,58.0,54.0,57.0,65.0,75.0,39.0,54.0,44.0,68.0,58.0,16.0,55.0,4.0,62.0,86.0,5.0,6.0,85.0,3.0,76.0,20.0,58.0,38.0,69.0,20.0,62.0,54.0,77.0,81.0,62.0,20.0,5.0,71.0,56.0,221661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17.0,12.0,48.0,23.0,34.0,55.0,19.0,12.0,37.0,68.0,13.0,12.0,78.0,69.0,46.0,34.0,70.0,70.0,45.0,57.0,18.0,28.0,11.0,67.0,35.0,24.0,13.0,11.0,22.0,60.0,12.0,11.0,64.0,12.0,59.0,173533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,46.0,58.0,74.0,78.0,67.0,34.0,56.0,61.0,68.0,49.0,53.0,54.0,6.0,64.0,72.0,9.0,15.0,74.0,9.0,52.0,25.0,37.0,66.0,73.0,66.0,57.0,48.0,70.0,65.0,66.0,61.0,14.0,48.0,63.0,193757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,49.0,51.0,53.0,58.0,84.0,51.0,44.0,60.0,68.0,55.0,63.0,85.0,16.0,58.0,90.0,10.0,10.0,87.0,7.0,65.0,25.0,25.0,33.0,88.0,64.0,71.0,38.0,63.0,83.0,67.0,66.0,11.0,29.0,59.0,222430.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,69.0,54.0,35.0,54.0,69.0,73.0,70.0,51.0,68.0,63.0,11.0,44.0,9.0,46.0,50.0,10.0,8.0,34.0,14.0,60.0,23.0,61.0,87.0,66.0,18.0,35.0,67.0,63.0,53.0,75.0,22.0,9.0,58.0,61.0,223710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,39.0,51.0,71.0,67.0,65.0,70.0,54.0,80.0,68.0,54.0,65.0,78.0,11.0,57.0,73.0,14.0,11.0,64.0,9.0,58.0,20.0,36.0,72.0,84.0,58.0,33.0,43.0,65.0,66.0,64.0,55.0,6.0,36.0,73.0,225502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,15.0,35.0,49.0,38.0,53.0,20.0,10.0,29.0,68.0,12.0,13.0,73.0,65.0,13.0,42.0,73.0,69.0,54.0,78.0,20.0,24.0,13.0,73.0,27.0,27.0,18.0,24.0,42.0,49.0,23.0,15.0,60.0,16.0,68.0,200159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,50.0,63.0,64.0,75.0,54.0,67.0,46.0,73.0,68.0,60.0,63.0,72.0,14.0,61.0,67.0,15.0,10.0,74.0,13.0,61.0,25.0,42.0,69.0,80.0,67.0,44.0,53.0,66.0,57.0,79.0,59.0,10.0,66.0,66.0,200671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,36.0,54.0,55.0,56.0,72.0,69.0,49.0,60.0,68.0,47.0,68.0,74.0,6.0,51.0,58.0,13.0,10.0,57.0,12.0,57.0,26.0,34.0,75.0,78.0,65.0,71.0,49.0,58.0,70.0,59.0,68.0,15.0,59.0,60.0,214495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,52.0,62.0,56.0,63.0,71.0,44.0,61.0,76.0,68.0,58.0,66.0,54.0,15.0,64.0,78.0,14.0,13.0,86.0,13.0,68.0,23.0,37.0,61.0,72.0,67.0,64.0,42.0,70.0,78.0,69.0,67.0,12.0,46.0,65.0,219871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51.0,65.0,64.0,65.0,72.0,75.0,48.0,58.0,67.0,68.0,62.0,40.0,59.0,10.0,74.0,70.0,14.0,16.0,75.0,15.0,65.0,28.0,61.0,57.0,75.0,55.0,63.0,72.0,72.0,67.0,64.0,44.0,8.0,66.0,64.0,208865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,15.0,30.0,18.0,29.0,44.0,14.0,11.0,20.0,68.0,19.0,19.0,70.0,67.0,65.0,36.0,70.0,69.0,55.0,65.0,17.0,21.0,19.0,65.0,44.0,18.0,13.0,15.0,23.0,45.0,22.0,17.0,64.0,16.0,65.0,213729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,51.0,59.0,59.0,65.0,81.0,58.0,59.0,79.0,68.0,59.0,65.0,57.0,14.0,41.0,74.0,11.0,9.0,64.0,6.0,65.0,21.0,34.0,70.0,77.0,61.0,68.0,45.0,62.0,83.0,66.0,68.0,11.0,58.0,59.0,228321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,54.0,70.0,66.0,71.0,74.0,45.0,60.0,38.0,68.0,62.0,24.0,41.0,10.0,68.0,73.0,7.0,12.0,72.0,11.0,73.0,25.0,53.0,58.0,74.0,26.0,65.0,60.0,69.0,75.0,56.0,28.0,7.0,67.0,62.0,200930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,59.0,59.0,67.0,69.0,64.0,59.0,73.0,46.0,68.0,65.0,38.0,51.0,16.0,74.0,58.0,12.0,7.0,58.0,14.0,69.0,22.0,63.0,70.0,66.0,46.0,68.0,49.0,68.0,61.0,67.0,48.0,9.0,55.0,59.0,203746.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,12.0,31.0,35.0,25.0,37.0,12.0,13.0,39.0,68.0,15.0,19.0,62.0,64.0,51.0,39.0,70.0,69.0,42.0,66.0,18.0,23.0,19.0,59.0,29.0,13.0,18.0,23.0,20.0,41.0,17.0,19.0,68.0,12.0,65.0,226786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,69.0,63.0,49.0,53.0,73.0,72.0,62.0,64.0,68.0,63.0,15.0,85.0,15.0,46.0,70.0,13.0,7.0,54.0,11.0,63.0,26.0,62.0,83.0,81.0,32.0,35.0,64.0,62.0,70.0,68.0,18.0,11.0,61.0,65.0,194018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,28.0,58.0,62.0,69.0,54.0,63.0,36.0,75.0,68.0,35.0,65.0,75.0,14.0,47.0,67.0,7.0,10.0,65.0,8.0,40.0,26.0,33.0,76.0,78.0,65.0,33.0,38.0,58.0,45.0,57.0,63.0,12.0,42.0,64.0,200931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,24.0,54.0,49.0,56.0,55.0,80.0,26.0,69.0,68.0,23.0,64.0,66.0,12.0,32.0,36.0,6.0,16.0,34.0,13.0,26.0,28.0,18.0,85.0,79.0,65.0,27.0,36.0,53.0,53.0,40.0,62.0,16.0,17.0,53.0,193251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,19.0,68.0,56.0,68.0,73.0,52.0,56.0,70.0,68.0,32.0,64.0,73.0,9.0,52.0,68.0,11.0,13.0,61.0,7.0,64.0,22.0,39.0,67.0,72.0,66.0,70.0,39.0,68.0,74.0,37.0,66.0,7.0,62.0,59.0,211428.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,47.0,63.0,58.0,69.0,66.0,73.0,57.0,70.0,68.0,49.0,76.0,54.0,10.0,43.0,60.0,13.0,14.0,49.0,13.0,57.0,33.0,56.0,77.0,58.0,73.0,58.0,64.0,77.0,62.0,72.0,71.0,8.0,73.0,66.0,230372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16.0,9.0,39.0,34.0,36.0,39.0,14.0,12.0,34.0,68.0,13.0,14.0,59.0,64.0,45.0,44.0,70.0,69.0,47.0,69.0,13.0,27.0,10.0,57.0,26.0,15.0,13.0,20.0,17.0,39.0,24.0,12.0,66.0,12.0,60.0,202469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,25.0,55.0,44.0,54.0,52.0,66.0,21.0,68.0,68.0,20.0,67.0,59.0,5.0,23.0,48.0,13.0,6.0,60.0,7.0,50.0,28.0,18.0,82.0,66.0,66.0,38.0,28.0,60.0,55.0,40.0,66.0,11.0,23.0,60.0,216037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,45.0,64.0,73.0,71.0,72.0,65.0,56.0,63.0,68.0,50.0,64.0,59.0,6.0,65.0,72.0,14.0,12.0,63.0,11.0,70.0,20.0,46.0,68.0,74.0,66.0,66.0,50.0,69.0,68.0,53.0,65.0,15.0,60.0,64.0,226789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70.0,40.0,43.0,53.0,57.0,66.0,58.0,33.0,66.0,68.0,60.0,67.0,72.0,8.0,52.0,56.0,11.0,10.0,59.0,8.0,53.0,24.0,35.0,80.0,68.0,65.0,51.0,36.0,57.0,64.0,66.0,67.0,7.0,32.0,64.0,201958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,26.0,62.0,58.0,61.0,69.0,54.0,52.0,69.0,68.0,38.0,71.0,70.0,6.0,56.0,67.0,14.0,5.0,64.0,13.0,64.0,22.0,28.0,67.0,74.0,68.0,67.0,37.0,62.0,71.0,70.0,70.0,14.0,43.0,64.0,235751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,66.0,62.0,67.0,70.0,61.0,42.0,60.0,43.0,68.0,68.0,32.0,59.0,7.0,56.0,65.0,7.0,12.0,75.0,9.0,75.0,19.0,42.0,50.0,42.0,60.0,42.0,53.0,74.0,64.0,53.0,43.0,11.0,78.0,62.0,239335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,24.0,65.0,67.0,64.0,67.0,59.0,28.0,70.0,68.0,35.0,63.0,65.0,14.0,59.0,54.0,10.0,14.0,49.0,11.0,49.0,20.0,39.0,80.0,65.0,61.0,49.0,26.0,62.0,65.0,57.0,67.0,12.0,39.0,68.0,233960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,59.0,64.0,59.0,64.0,75.0,60.0,61.0,60.0,68.0,54.0,66.0,57.0,8.0,55.0,75.0,7.0,6.0,69.0,11.0,64.0,28.0,50.0,68.0,89.0,63.0,65.0,53.0,65.0,72.0,58.0,64.0,15.0,49.0,63.0,170472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,48.0,62.0,66.0,69.0,63.0,62.0,49.0,78.0,68.0,49.0,64.0,67.0,10.0,69.0,56.0,10.0,15.0,59.0,11.0,67.0,24.0,34.0,75.0,93.0,70.0,58.0,39.0,66.0,53.0,49.0,64.0,14.0,63.0,64.0,226793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,63.0,59.0,62.0,71.0,76.0,52.0,66.0,49.0,68.0,65.0,36.0,70.0,9.0,50.0,72.0,11.0,13.0,52.0,15.0,68.0,27.0,46.0,69.0,75.0,34.0,64.0,58.0,70.0,69.0,66.0,35.0,8.0,55.0,66.0,191209.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,60.0,57.0,52.0,64.0,84.0,59.0,64.0,38.0,68.0,59.0,33.0,68.0,12.0,58.0,85.0,15.0,13.0,72.0,13.0,70.0,21.0,58.0,61.0,79.0,33.0,64.0,58.0,66.0,84.0,60.0,48.0,10.0,64.0,64.0,227562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
67.0,44.0,65.0,59.0,70.0,79.0,43.0,72.0,49.0,68.0,59.0,64.0,44.0,6.0,59.0,74.0,13.0,13.0,81.0,13.0,68.0,20.0,42.0,49.0,74.0,59.0,70.0,55.0,66.0,79.0,66.0,66.0,13.0,65.0,64.0,220651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52.0,66.0,66.0,64.0,72.0,75.0,55.0,56.0,47.0,68.0,62.0,57.0,56.0,8.0,64.0,71.0,13.0,10.0,68.0,11.0,68.0,20.0,64.0,59.0,70.0,55.0,60.0,59.0,70.0,78.0,64.0,51.0,10.0,63.0,65.0,234987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,50.0,73.0,66.0,65.0,64.0,63.0,56.0,75.0,68.0,68.0,66.0,74.0,16.0,55.0,58.0,9.0,15.0,58.0,6.0,60.0,32.0,61.0,77.0,64.0,67.0,78.0,64.0,63.0,62.0,79.0,67.0,7.0,63.0,65.0,137708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67.0,61.0,61.0,59.0,62.0,78.0,56.0,56.0,78.0,68.0,65.0,64.0,61.0,14.0,53.0,66.0,7.0,10.0,73.0,7.0,64.0,24.0,51.0,61.0,81.0,61.0,65.0,45.0,64.0,76.0,69.0,66.0,8.0,55.0,66.0,223724.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,55.0,57.0,67.0,63.0,76.0,40.0,61.0,69.0,68.0,46.0,35.0,82.0,9.0,63.0,72.0,15.0,6.0,85.0,10.0,71.0,31.0,44.0,61.0,67.0,50.0,73.0,59.0,66.0,75.0,61.0,32.0,10.0,72.0,64.0,177389.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,69.0,60.0,64.0,66.0,79.0,50.0,71.0,46.0,68.0,63.0,53.0,72.0,12.0,68.0,84.0,10.0,8.0,85.0,13.0,70.0,24.0,54.0,58.0,75.0,56.0,64.0,65.0,71.0,85.0,65.0,54.0,8.0,61.0,67.0,203502.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,72.0,65.0,38.0,53.0,33.0,78.0,71.0,85.0,68.0,53.0,23.0,68.0,15.0,47.0,49.0,11.0,8.0,44.0,13.0,57.0,33.0,61.0,84.0,34.0,20.0,34.0,58.0,60.0,44.0,81.0,20.0,14.0,41.0,71.0,213743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,60.0,62.0,68.0,70.0,53.0,70.0,70.0,58.0,68.0,66.0,60.0,54.0,8.0,69.0,54.0,8.0,12.0,57.0,7.0,66.0,20.0,58.0,69.0,47.0,70.0,56.0,53.0,70.0,40.0,66.0,60.0,8.0,55.0,70.0,231919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,72.0,54.0,39.0,60.0,34.0,79.0,76.0,58.0,68.0,60.0,24.0,37.0,8.0,56.0,55.0,7.0,7.0,33.0,9.0,60.0,32.0,66.0,89.0,60.0,24.0,44.0,67.0,54.0,34.0,71.0,27.0,7.0,66.0,69.0,199152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,25.0,54.0,62.0,59.0,67.0,67.0,53.0,67.0,68.0,37.0,68.0,64.0,15.0,53.0,56.0,11.0,10.0,54.0,8.0,55.0,25.0,31.0,73.0,67.0,63.0,51.0,47.0,58.0,54.0,45.0,68.0,15.0,50.0,62.0,212208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,70.0,65.0,59.0,64.0,73.0,63.0,68.0,59.0,68.0,53.0,17.0,67.0,13.0,64.0,73.0,11.0,15.0,62.0,9.0,67.0,20.0,55.0,67.0,77.0,42.0,54.0,72.0,66.0,79.0,68.0,17.0,9.0,52.0,59.0,221168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,23.0,59.0,64.0,64.0,59.0,70.0,44.0,74.0,68.0,17.0,69.0,90.0,13.0,51.0,44.0,15.0,9.0,53.0,6.0,49.0,24.0,26.0,77.0,60.0,64.0,55.0,35.0,58.0,54.0,51.0,60.0,14.0,44.0,63.0,221680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64.0,57.0,63.0,64.0,65.0,85.0,58.0,54.0,71.0,68.0,63.0,62.0,70.0,13.0,56.0,76.0,14.0,12.0,76.0,12.0,65.0,24.0,39.0,64.0,86.0,59.0,66.0,35.0,64.0,81.0,75.0,64.0,9.0,67.0,54.0,193264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,54.0,63.0,59.0,65.0,72.0,52.0,62.0,70.0,68.0,66.0,64.0,78.0,15.0,60.0,74.0,10.0,16.0,73.0,16.0,63.0,26.0,42.0,70.0,91.0,65.0,63.0,56.0,65.0,74.0,67.0,63.0,7.0,56.0,62.0,192241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,25.0,58.0,56.0,60.0,65.0,67.0,26.0,60.0,68.0,39.0,70.0,64.0,11.0,48.0,49.0,9.0,9.0,52.0,15.0,40.0,24.0,28.0,71.0,65.0,67.0,27.0,45.0,58.0,66.0,60.0,69.0,10.0,27.0,63.0,212467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,56.0,65.0,63.0,70.0,67.0,48.0,64.0,45.0,68.0,61.0,25.0,64.0,9.0,71.0,61.0,10.0,10.0,73.0,15.0,75.0,25.0,35.0,58.0,53.0,39.0,54.0,60.0,67.0,69.0,55.0,38.0,7.0,53.0,66.0,231667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24.0,54.0,53.0,55.0,68.0,72.0,47.0,61.0,54.0,68.0,71.0,22.0,71.0,7.0,64.0,85.0,8.0,11.0,77.0,14.0,71.0,23.0,62.0,53.0,59.0,38.0,66.0,59.0,69.0,79.0,70.0,20.0,9.0,70.0,64.0,205044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70.0,19.0,64.0,54.0,58.0,65.0,66.0,16.0,76.0,68.0,40.0,70.0,38.0,11.0,33.0,44.0,7.0,7.0,38.0,13.0,33.0,24.0,38.0,77.0,67.0,67.0,31.0,29.0,45.0,62.0,56.0,67.0,8.0,33.0,66.0,208372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,49.0,64.0,63.0,66.0,58.0,70.0,42.0,71.0,68.0,67.0,67.0,72.0,9.0,55.0,63.0,10.0,11.0,65.0,10.0,63.0,34.0,57.0,76.0,70.0,70.0,62.0,64.0,61.0,64.0,81.0,68.0,15.0,62.0,67.0,175092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
