,Volleys,SlidingTackle,Reactions,Strength,Vision,GKDiving,Aggression,ShortPassing,GKHandling,GKKicking,Stamina,Curve,Dribbling,LongShots,Agility,StandingTackle,Balance,Marking,BallControl,Composure,LongPassing,SprintSpeed,Name,HeadingAccuracy,Penalties,Overall,Jumping,Finishing,Positioning,Crossing,Interceptions,GKPositioning,Acceleration,GKReflexes,Age,ShotPower
7577,54.0,21.0,57.0,50.0,63.0,6.0,43.0,70.0,7.0,13.0,79.0,71.0,69.0,74.0,87.0,30.0,81.0,32.0,64.0,67.0,66.0,77.0,A. Bonnet,46.0,66.0,68,34.0,53.0,60.0,74.0,52.0,6.0,77.0,9.0,31,70.0
7578,14.0,16.0,67.0,68.0,39.0,68.0,35.0,36.0,64.0,67.0,37.0,14.0,17.0,16.0,38.0,16.0,34.0,20.0,18.0,49.0,34.0,55.0,R. Ruiter,12.0,24.0,68,55.0,12.0,17.0,16.0,22.0,69.0,55.0,68.0,31,44.0
7579,39.0,64.0,54.0,65.0,56.0,12.0,71.0,65.0,13.0,12.0,88.0,67.0,65.0,63.0,76.0,64.0,76.0,64.0,64.0,63.0,64.0,85.0,P. Farkas,58.0,35.0,68,73.0,57.0,54.0,66.0,59.0,9.0,79.0,14.0,25,75.0
7580,42.0,63.0,62.0,73.0,60.0,16.0,70.0,65.0,15.0,16.0,92.0,56.0,63.0,66.0,77.0,66.0,73.0,64.0,65.0,63.0,59.0,68.0,R. Grant,52.0,56.0,68,82.0,54.0,62.0,63.0,65.0,7.0,73.0,10.0,27,67.0
7581,42.0,58.0,68.0,80.0,40.0,12.0,71.0,58.0,11.0,10.0,64.0,35.0,33.0,42.0,47.0,66.0,44.0,68.0,52.0,63.0,54.0,43.0,D. Ulvestad,66.0,34.0,68,77.0,39.0,38.0,33.0,69.0,16.0,47.0,14.0,29,68.0
7582,67.0,57.0,62.0,62.0,65.0,7.0,70.0,66.0,11.0,15.0,74.0,67.0,67.0,67.0,88.0,58.0,68.0,54.0,68.0,71.0,52.0,79.0,Han Kyo Won,62.0,67.0,68,70.0,66.0,66.0,59.0,55.0,7.0,86.0,12.0,28,65.0
7583,28.0,69.0,63.0,78.0,48.0,9.0,60.0,60.0,11.0,15.0,64.0,27.0,40.0,39.0,47.0,72.0,48.0,61.0,58.0,58.0,56.0,63.0,H. Marín,70.0,45.0,68,64.0,25.0,26.0,27.0,67.0,10.0,66.0,9.0,25,60.0
7584,55.0,40.0,59.0,39.0,64.0,12.0,60.0,60.0,12.0,15.0,70.0,73.0,75.0,52.0,92.0,44.0,75.0,33.0,72.0,60.0,58.0,87.0,D. Dos Santos,47.0,59.0,68,62.0,55.0,62.0,64.0,45.0,7.0,87.0,10.0,21,65.0
7585,26.0,70.0,55.0,83.0,34.0,13.0,81.0,41.0,12.0,11.0,63.0,28.0,36.0,22.0,44.0,70.0,52.0,66.0,54.0,49.0,30.0,79.0,Kim Min Hyeok,61.0,32.0,68,63.0,19.0,28.0,23.0,62.0,8.0,78.0,7.0,26,48.0
7586,48.0,59.0,68.0,67.0,67.0,10.0,64.0,72.0,12.0,14.0,78.0,40.0,65.0,50.0,68.0,65.0,65.0,60.0,69.0,64.0,67.0,65.0,M. Titsch Rivero,59.0,46.0,68,74.0,46.0,58.0,56.0,66.0,9.0,63.0,13.0,28,52.0
7587,62.0,20.0,64.0,53.0,64.0,11.0,54.0,68.0,7.0,14.0,60.0,70.0,71.0,71.0,83.0,24.0,76.0,41.0,69.0,56.0,55.0,68.0,S. Maier,47.0,59.0,68,71.0,54.0,61.0,66.0,38.0,9.0,77.0,8.0,24,73.0
7588,26.0,60.0,68.0,73.0,54.0,9.0,74.0,62.0,7.0,7.0,68.0,42.0,51.0,42.0,34.0,69.0,38.0,67.0,60.0,53.0,52.0,63.0,A. Maund,68.0,32.0,68,71.0,39.0,42.0,25.0,67.0,14.0,48.0,6.0,27,59.0
7589,71.0,14.0,67.0,60.0,66.0,8.0,55.0,62.0,7.0,6.0,65.0,66.0,63.0,60.0,70.0,21.0,77.0,19.0,68.0,74.0,51.0,68.0,A. Le Fondre,61.0,83.0,68,75.0,73.0,71.0,65.0,34.0,6.0,70.0,16.0,31,67.0
7590,33.0,66.0,64.0,78.0,51.0,8.0,67.0,60.0,12.0,11.0,60.0,31.0,54.0,44.0,46.0,71.0,58.0,63.0,53.0,62.0,56.0,74.0,H. Eyjólfsson,66.0,45.0,68,71.0,38.0,38.0,57.0,69.0,11.0,73.0,11.0,27,59.0
7591,69.0,64.0,63.0,77.0,67.0,15.0,74.0,67.0,8.0,14.0,79.0,76.0,68.0,67.0,77.0,66.0,64.0,58.0,67.0,68.0,67.0,79.0,L. Bacuna,63.0,76.0,68,71.0,60.0,59.0,69.0,64.0,16.0,76.0,15.0,26,79.0
7592,32.0,68.0,65.0,74.0,53.0,8.0,66.0,63.0,15.0,8.0,68.0,34.0,56.0,38.0,68.0,69.0,30.0,65.0,60.0,70.0,65.0,60.0,N. Röseler,68.0,40.0,68,67.0,28.0,48.0,37.0,66.0,7.0,62.0,7.0,26,44.0
7593,22.0,65.0,62.0,87.0,37.0,9.0,64.0,50.0,5.0,12.0,63.0,25.0,36.0,33.0,58.0,67.0,50.0,70.0,49.0,64.0,48.0,71.0,B. Meccariello,62.0,29.0,68,80.0,22.0,21.0,35.0,66.0,14.0,67.0,11.0,27,45.0
7594,30.0,69.0,64.0,43.0,64.0,14.0,75.0,62.0,15.0,13.0,90.0,52.0,61.0,46.0,79.0,67.0,89.0,57.0,58.0,53.0,48.0,70.0,Bai Jiajun,57.0,45.0,68,91.0,46.0,65.0,64.0,61.0,14.0,80.0,11.0,27,54.0
7595,68.0,25.0,66.0,82.0,47.0,10.0,49.0,55.0,11.0,14.0,55.0,48.0,61.0,57.0,52.0,17.0,41.0,20.0,67.0,63.0,34.0,55.0,R. Glatzel,71.0,62.0,68,62.0,73.0,68.0,39.0,24.0,13.0,49.0,9.0,24,70.0
7596,47.0,42.0,59.0,62.0,67.0,15.0,37.0,72.0,15.0,12.0,69.0,69.0,67.0,59.0,69.0,38.0,59.0,48.0,71.0,71.0,59.0,60.0,C. Cortés,48.0,71.0,68,39.0,57.0,72.0,58.0,18.0,8.0,69.0,12.0,34,59.0
7597,52.0,17.0,71.0,68.0,49.0,10.0,36.0,49.0,11.0,6.0,66.0,51.0,61.0,59.0,57.0,17.0,63.0,32.0,69.0,58.0,40.0,69.0,I. Jeraldino,71.0,70.0,68,81.0,67.0,73.0,38.0,18.0,9.0,67.0,12.0,22,71.0
7598,65.0,36.0,67.0,80.0,60.0,13.0,57.0,64.0,16.0,11.0,68.0,55.0,67.0,54.0,79.0,38.0,76.0,32.0,70.0,65.0,54.0,86.0,N. Dicko,53.0,69.0,68,67.0,66.0,63.0,60.0,19.0,15.0,89.0,7.0,26,70.0
7599,21.0,60.0,66.0,86.0,24.0,9.0,71.0,66.0,10.0,12.0,56.0,26.0,38.0,20.0,35.0,63.0,29.0,69.0,52.0,60.0,54.0,34.0,F. Sbuttoni,71.0,29.0,68,59.0,24.0,26.0,23.0,68.0,11.0,40.0,5.0,29,43.0
7600,40.0,61.0,57.0,87.0,51.0,9.0,62.0,56.0,14.0,15.0,64.0,49.0,51.0,42.0,58.0,71.0,57.0,62.0,54.0,61.0,52.0,60.0,I. Conté,72.0,30.0,68,72.0,39.0,32.0,37.0,64.0,14.0,68.0,5.0,22,61.0
7601,41.0,62.0,65.0,89.0,42.0,15.0,92.0,56.0,13.0,6.0,87.0,41.0,46.0,68.0,48.0,64.0,33.0,62.0,52.0,61.0,53.0,51.0,M. Bostwick,70.0,58.0,68,61.0,49.0,52.0,41.0,64.0,9.0,57.0,9.0,30,74.0
7602,52.0,64.0,68.0,53.0,65.0,5.0,64.0,74.0,9.0,5.0,72.0,51.0,63.0,53.0,61.0,68.0,77.0,57.0,67.0,64.0,69.0,70.0,A. Settembrini,62.0,50.0,68,62.0,54.0,61.0,61.0,64.0,7.0,68.0,13.0,26,57.0
7603,54.0,63.0,48.0,51.0,68.0,8.0,26.0,69.0,9.0,9.0,66.0,60.0,74.0,59.0,71.0,69.0,82.0,66.0,71.0,71.0,61.0,80.0,A. Modiba,59.0,53.0,68,38.0,53.0,66.0,66.0,42.0,13.0,84.0,7.0,22,59.0
7604,51.0,42.0,62.0,62.0,63.0,10.0,72.0,69.0,11.0,10.0,77.0,63.0,70.0,64.0,84.0,46.0,88.0,31.0,66.0,63.0,59.0,81.0,K. Vollmann,38.0,55.0,68,73.0,58.0,64.0,58.0,50.0,7.0,83.0,15.0,24,70.0
7605,67.0,20.0,66.0,79.0,53.0,13.0,40.0,60.0,16.0,11.0,55.0,54.0,63.0,65.0,64.0,23.0,52.0,24.0,65.0,48.0,50.0,68.0,K. Przybyłko,70.0,56.0,68,69.0,66.0,69.0,43.0,22.0,16.0,65.0,9.0,25,70.0
7606,68.0,16.0,59.0,76.0,55.0,6.0,33.0,61.0,16.0,7.0,37.0,47.0,62.0,62.0,59.0,28.0,52.0,52.0,67.0,55.0,46.0,68.0,Mario Barco,66.0,66.0,68,70.0,69.0,65.0,56.0,20.0,11.0,60.0,15.0,25,76.0
7607,51.0,51.0,55.0,46.0,62.0,7.0,51.0,67.0,8.0,8.0,69.0,54.0,75.0,52.0,67.0,59.0,71.0,50.0,67.0,66.0,66.0,88.0,Y. Baraye,46.0,50.0,68,56.0,68.0,62.0,64.0,37.0,8.0,78.0,15.0,26,59.0
7608,14.0,19.0,62.0,85.0,21.0,71.0,22.0,37.0,63.0,66.0,27.0,12.0,14.0,15.0,34.0,9.0,34.0,23.0,22.0,42.0,37.0,34.0,O. Werner,11.0,15.0,68,66.0,12.0,12.0,13.0,19.0,66.0,43.0,70.0,33,17.0
7609,53.0,60.0,66.0,72.0,58.0,9.0,72.0,71.0,10.0,16.0,76.0,68.0,65.0,67.0,67.0,70.0,66.0,67.0,61.0,70.0,65.0,67.0,R. Rotman,67.0,70.0,68,70.0,63.0,59.0,63.0,67.0,15.0,66.0,14.0,29,73.0
7610,45.0,37.0,53.0,67.0,69.0,12.0,44.0,69.0,14.0,15.0,74.0,56.0,71.0,57.0,78.0,34.0,78.0,38.0,70.0,68.0,62.0,71.0,I. Poblete,37.0,52.0,68,66.0,65.0,64.0,59.0,31.0,6.0,71.0,16.0,23,59.0
7611,29.0,62.0,60.0,70.0,59.0,12.0,73.0,66.0,7.0,10.0,76.0,63.0,70.0,33.0,86.0,66.0,72.0,61.0,72.0,70.0,63.0,87.0,Javi Jiménez,57.0,37.0,68,61.0,32.0,69.0,64.0,62.0,16.0,91.0,12.0,22,30.0
7612,32.0,63.0,69.0,71.0,52.0,15.0,79.0,66.0,6.0,7.0,77.0,54.0,62.0,36.0,76.0,68.0,68.0,65.0,64.0,60.0,60.0,78.0,L. Gassama,58.0,59.0,68,66.0,35.0,48.0,65.0,66.0,13.0,73.0,6.0,28,47.0
7613,8.0,20.0,64.0,59.0,45.0,70.0,16.0,24.0,62.0,59.0,29.0,19.0,10.0,12.0,36.0,13.0,42.0,13.0,23.0,51.0,25.0,37.0,S. Şahin-Radlinger,12.0,16.0,68,55.0,15.0,13.0,12.0,12.0,68.0,42.0,71.0,25,20.0
7614,44.0,71.0,65.0,73.0,55.0,8.0,67.0,58.0,15.0,10.0,75.0,46.0,67.0,48.0,64.0,71.0,62.0,61.0,62.0,57.0,56.0,75.0,A. Miljković,64.0,40.0,68,72.0,44.0,51.0,63.0,66.0,7.0,70.0,12.0,28,61.0
7615,43.0,68.0,50.0,87.0,51.0,7.0,80.0,61.0,16.0,15.0,32.0,45.0,59.0,39.0,53.0,68.0,65.0,58.0,60.0,61.0,56.0,68.0,M. Richards,64.0,53.0,68,77.0,40.0,52.0,65.0,63.0,16.0,64.0,8.0,30,60.0
7616,63.0,32.0,69.0,57.0,72.0,16.0,43.0,70.0,7.0,12.0,44.0,68.0,69.0,59.0,72.0,38.0,72.0,36.0,67.0,72.0,68.0,68.0,A. Kačaniklić,61.0,59.0,68,36.0,59.0,72.0,65.0,36.0,8.0,69.0,15.0,26,66.0
7617,16.0,19.0,63.0,55.0,58.0,70.0,28.0,50.0,60.0,70.0,30.0,19.0,11.0,11.0,41.0,17.0,38.0,15.0,23.0,50.0,22.0,41.0,N. Marsman,11.0,24.0,68,61.0,13.0,10.0,19.0,12.0,65.0,36.0,73.0,27,11.0
7618,23.0,64.0,67.0,76.0,48.0,14.0,60.0,69.0,13.0,8.0,72.0,36.0,63.0,35.0,62.0,68.0,59.0,63.0,66.0,60.0,62.0,70.0,D. Roßbach,67.0,48.0,68,60.0,31.0,53.0,64.0,69.0,10.0,68.0,7.0,25,52.0
7619,42.0,63.0,68.0,64.0,68.0,12.0,64.0,68.0,11.0,9.0,75.0,41.0,66.0,50.0,60.0,70.0,60.0,71.0,68.0,58.0,60.0,77.0,Eduardo Henrique,58.0,46.0,68,71.0,49.0,63.0,64.0,67.0,12.0,74.0,10.0,23,58.0
7620,42.0,65.0,65.0,74.0,64.0,8.0,68.0,68.0,12.0,7.0,66.0,60.0,65.0,45.0,65.0,69.0,62.0,65.0,68.0,63.0,68.0,76.0,R. James,58.0,42.0,68,62.0,39.0,57.0,64.0,67.0,13.0,76.0,11.0,18,69.0
7621,10.0,12.0,59.0,40.0,38.0,68.0,39.0,22.0,63.0,70.0,30.0,14.0,10.0,10.0,28.0,15.0,63.0,17.0,24.0,50.0,21.0,34.0,J. Mabokgwane,11.0,15.0,68,45.0,10.0,19.0,20.0,22.0,65.0,38.0,75.0,30,32.0
7622,32.0,43.0,69.0,63.0,69.0,12.0,46.0,76.0,16.0,7.0,78.0,70.0,66.0,61.0,74.0,44.0,78.0,27.0,67.0,60.0,65.0,72.0,Y. Court,26.0,46.0,68,71.0,60.0,53.0,65.0,49.0,13.0,72.0,13.0,28,75.0
7623,59.0,18.0,64.0,70.0,60.0,9.0,47.0,65.0,15.0,12.0,75.0,52.0,72.0,61.0,74.0,22.0,61.0,22.0,67.0,57.0,37.0,78.0,O. Duarte,60.0,61.0,68,65.0,69.0,71.0,57.0,26.0,5.0,78.0,6.0,22,62.0
7624,58.0,16.0,58.0,67.0,57.0,14.0,78.0,56.0,9.0,5.0,77.0,48.0,72.0,63.0,87.0,17.0,75.0,32.0,66.0,58.0,43.0,90.0,M. Turay,66.0,61.0,68,77.0,68.0,64.0,46.0,20.0,10.0,85.0,10.0,23,65.0
7625,18.0,66.0,55.0,89.0,29.0,5.0,65.0,57.0,11.0,6.0,57.0,31.0,36.0,32.0,34.0,67.0,55.0,70.0,49.0,66.0,57.0,36.0,D. Capelli,65.0,46.0,68,83.0,20.0,29.0,45.0,66.0,5.0,33.0,10.0,32,65.0
7626,19.0,60.0,60.0,84.0,51.0,14.0,69.0,61.0,8.0,12.0,61.0,63.0,48.0,33.0,36.0,68.0,60.0,62.0,56.0,59.0,70.0,53.0,Bruno Perone,73.0,51.0,68,65.0,28.0,52.0,32.0,67.0,12.0,49.0,16.0,30,55.0
7627,69.0,53.0,72.0,56.0,65.0,14.0,57.0,71.0,7.0,7.0,61.0,74.0,66.0,66.0,77.0,59.0,68.0,45.0,67.0,63.0,70.0,66.0,A. Merkel,58.0,53.0,68,53.0,57.0,59.0,69.0,46.0,12.0,75.0,10.0,26,66.0
7628,49.0,68.0,70.0,62.0,58.0,7.0,75.0,73.0,6.0,8.0,67.0,70.0,71.0,46.0,65.0,71.0,70.0,60.0,66.0,65.0,69.0,67.0,Ibson,49.0,69.0,68,66.0,43.0,51.0,43.0,62.0,7.0,67.0,7.0,34,65.0
7629,12.0,25.0,69.0,71.0,65.0,67.0,45.0,48.0,63.0,66.0,29.0,25.0,15.0,20.0,55.0,25.0,47.0,11.0,15.0,56.0,45.0,21.0,J. Gamonal,17.0,25.0,68,79.0,20.0,11.0,14.0,30.0,65.0,35.0,70.0,28,33.0
7630,67.0,62.0,67.0,67.0,68.0,6.0,67.0,70.0,5.0,6.0,64.0,53.0,66.0,70.0,75.0,66.0,71.0,52.0,68.0,64.0,67.0,67.0,K. Vacek,61.0,66.0,68,65.0,56.0,65.0,65.0,67.0,14.0,70.0,10.0,31,69.0
7631,43.0,65.0,65.0,70.0,62.0,7.0,67.0,65.0,12.0,11.0,90.0,48.0,61.0,47.0,72.0,68.0,75.0,67.0,69.0,68.0,62.0,53.0,S. Fürstner,62.0,42.0,68,72.0,38.0,62.0,57.0,62.0,10.0,57.0,16.0,30,60.0
7632,24.0,62.0,55.0,91.0,23.0,15.0,83.0,51.0,7.0,11.0,73.0,40.0,26.0,24.0,31.0,68.0,31.0,65.0,42.0,60.0,53.0,52.0,D. Bulthuis,74.0,30.0,68,71.0,22.0,26.0,50.0,61.0,14.0,36.0,16.0,28,49.0
7633,46.0,62.0,69.0,57.0,64.0,8.0,68.0,68.0,11.0,8.0,80.0,52.0,65.0,55.0,78.0,63.0,74.0,68.0,72.0,63.0,68.0,82.0,M. Lais,54.0,63.0,68,79.0,58.0,54.0,53.0,65.0,13.0,82.0,12.0,27,47.0
7634,67.0,73.0,70.0,83.0,65.0,15.0,75.0,68.0,10.0,15.0,79.0,60.0,67.0,74.0,77.0,70.0,77.0,64.0,69.0,63.0,64.0,84.0,B. Addae,58.0,47.0,68,89.0,48.0,55.0,64.0,65.0,7.0,78.0,7.0,25,77.0
7635,51.0,27.0,65.0,81.0,61.0,13.0,58.0,63.0,10.0,9.0,64.0,31.0,68.0,56.0,67.0,36.0,60.0,19.0,62.0,58.0,31.0,79.0,C. Bedia,72.0,66.0,68,72.0,65.0,61.0,39.0,32.0,6.0,73.0,11.0,22,71.0
7636,47.0,68.0,66.0,67.0,64.0,8.0,67.0,65.0,12.0,10.0,72.0,62.0,67.0,49.0,66.0,66.0,67.0,64.0,62.0,60.0,67.0,68.0,M. Vojvoda,55.0,35.0,68,65.0,35.0,62.0,72.0,65.0,10.0,69.0,8.0,23,62.0
7637,64.0,22.0,64.0,79.0,50.0,10.0,59.0,57.0,16.0,11.0,78.0,34.0,63.0,61.0,66.0,44.0,59.0,21.0,62.0,67.0,39.0,75.0,S. Iljutcenko,65.0,60.0,68,71.0,69.0,70.0,50.0,38.0,14.0,72.0,9.0,27,68.0
7638,48.0,60.0,67.0,57.0,64.0,13.0,67.0,76.0,9.0,7.0,74.0,52.0,70.0,41.0,71.0,61.0,61.0,66.0,69.0,64.0,70.0,72.0,M. Pessina,60.0,56.0,68,61.0,42.0,62.0,52.0,61.0,13.0,72.0,7.0,21,63.0
7639,54.0,50.0,66.0,60.0,64.0,14.0,47.0,74.0,15.0,9.0,75.0,65.0,69.0,60.0,61.0,55.0,66.0,50.0,72.0,67.0,68.0,65.0,H. Calcaterra,55.0,67.0,68,64.0,42.0,60.0,72.0,53.0,9.0,67.0,8.0,29,68.0
7640,13.0,21.0,64.0,70.0,30.0,66.0,20.0,24.0,65.0,64.0,45.0,13.0,14.0,13.0,33.0,16.0,58.0,9.0,25.0,55.0,22.0,40.0,F. Bednarek,17.0,31.0,68,56.0,18.0,12.0,16.0,22.0,68.0,47.0,70.0,25,23.0
7641,66.0,64.0,58.0,54.0,66.0,13.0,62.0,67.0,7.0,12.0,76.0,63.0,72.0,68.0,74.0,66.0,70.0,63.0,65.0,63.0,64.0,85.0,D. Mitchell,59.0,61.0,68,65.0,60.0,65.0,69.0,61.0,9.0,83.0,12.0,21,68.0
7642,19.0,16.0,68.0,63.0,37.0,66.0,20.0,30.0,67.0,65.0,23.0,19.0,18.0,19.0,36.0,19.0,56.0,18.0,23.0,60.0,38.0,40.0,A. Salazar,11.0,21.0,68,65.0,13.0,18.0,14.0,17.0,65.0,45.0,69.0,25,20.0
7643,13.0,21.0,72.0,68.0,69.0,70.0,27.0,38.0,63.0,68.0,36.0,16.0,21.0,20.0,58.0,19.0,58.0,11.0,23.0,67.0,45.0,57.0,M. Pinto,12.0,34.0,68,71.0,20.0,13.0,23.0,11.0,62.0,55.0,68.0,34,31.0
7644,54.0,67.0,65.0,74.0,59.0,13.0,78.0,67.0,14.0,13.0,75.0,71.0,66.0,68.0,67.0,69.0,59.0,63.0,69.0,71.0,66.0,53.0,D. Pudil,63.0,61.0,68,63.0,49.0,59.0,71.0,64.0,7.0,56.0,9.0,32,74.0
7645,53.0,61.0,68.0,78.0,70.0,5.0,68.0,70.0,5.0,4.0,73.0,60.0,66.0,62.0,59.0,64.0,54.0,60.0,71.0,64.0,70.0,67.0,L. Castiglia,60.0,60.0,68,58.0,46.0,53.0,60.0,56.0,4.0,58.0,8.0,29,66.0
7646,64.0,46.0,71.0,58.0,67.0,8.0,63.0,67.0,7.0,14.0,68.0,69.0,65.0,69.0,68.0,52.0,68.0,41.0,67.0,62.0,62.0,74.0,J. Pereyra Díaz,67.0,57.0,67,60.0,55.0,70.0,68.0,59.0,15.0,72.0,14.0,27,70.0
7647,24.0,65.0,59.0,79.0,60.0,14.0,84.0,66.0,9.0,12.0,72.0,27.0,43.0,29.0,54.0,70.0,59.0,66.0,62.0,55.0,58.0,49.0,S. Marreh,51.0,47.0,67,61.0,22.0,27.0,34.0,64.0,12.0,47.0,9.0,22,50.0
7648,31.0,59.0,53.0,68.0,35.0,15.0,68.0,61.0,6.0,7.0,62.0,26.0,51.0,39.0,67.0,71.0,51.0,71.0,47.0,57.0,56.0,70.0,A. Pizzorno,75.0,41.0,67,65.0,33.0,32.0,54.0,66.0,8.0,70.0,11.0,25,42.0
7649,44.0,65.0,58.0,81.0,59.0,15.0,67.0,67.0,11.0,15.0,69.0,66.0,65.0,56.0,60.0,69.0,47.0,61.0,63.0,59.0,65.0,71.0,T. Blackett,64.0,45.0,67,58.0,24.0,55.0,72.0,67.0,8.0,65.0,14.0,24,56.0
7650,67.0,44.0,65.0,68.0,69.0,8.0,55.0,66.0,12.0,7.0,52.0,75.0,66.0,66.0,71.0,34.0,67.0,32.0,66.0,68.0,66.0,66.0,Park Chu Young,64.0,81.0,67,81.0,66.0,66.0,58.0,34.0,12.0,66.0,6.0,32,71.0
7651,49.0,55.0,63.0,57.0,62.0,5.0,48.0,67.0,5.0,12.0,64.0,59.0,73.0,70.0,72.0,62.0,77.0,59.0,72.0,54.0,67.0,63.0,Carbonell,57.0,49.0,67,56.0,70.0,59.0,59.0,63.0,12.0,66.0,14.0,20,58.0
7652,56.0,65.0,61.0,72.0,63.0,9.0,84.0,64.0,12.0,14.0,83.0,58.0,61.0,67.0,76.0,64.0,67.0,68.0,63.0,63.0,62.0,67.0,J. Holland,45.0,47.0,67,74.0,55.0,59.0,52.0,65.0,15.0,67.0,15.0,29,70.0
7653,59.0,67.0,64.0,63.0,60.0,13.0,65.0,59.0,10.0,13.0,78.0,48.0,56.0,52.0,66.0,70.0,69.0,67.0,59.0,63.0,58.0,67.0,C. Râpă,50.0,64.0,67,71.0,36.0,39.0,67.0,63.0,8.0,66.0,11.0,28,65.0
7654,31.0,62.0,63.0,79.0,42.0,16.0,79.0,47.0,15.0,9.0,51.0,22.0,35.0,25.0,45.0,66.0,54.0,67.0,47.0,51.0,49.0,55.0,D. Fällman,64.0,35.0,67,51.0,27.0,23.0,29.0,69.0,14.0,51.0,10.0,28,35.0
7655,47.0,58.0,63.0,72.0,68.0,7.0,66.0,70.0,7.0,8.0,71.0,69.0,64.0,52.0,75.0,65.0,74.0,58.0,66.0,61.0,67.0,76.0,M. Perez,56.0,58.0,67,60.0,48.0,60.0,46.0,64.0,7.0,65.0,13.0,27,59.0
7656,51.0,36.0,65.0,83.0,51.0,6.0,52.0,53.0,7.0,13.0,67.0,51.0,67.0,59.0,64.0,36.0,60.0,30.0,60.0,62.0,42.0,87.0,Y. Meité,64.0,61.0,67,73.0,63.0,66.0,59.0,35.0,11.0,76.0,10.0,22,73.0
7657,53.0,51.0,67.0,56.0,70.0,10.0,57.0,70.0,11.0,14.0,73.0,68.0,60.0,71.0,82.0,58.0,80.0,65.0,65.0,63.0,69.0,67.0,A. Dej,52.0,62.0,67,62.0,59.0,58.0,67.0,60.0,10.0,64.0,13.0,26,65.0
7658,45.0,45.0,59.0,57.0,70.0,7.0,65.0,72.0,9.0,12.0,65.0,53.0,67.0,56.0,77.0,49.0,73.0,52.0,67.0,66.0,67.0,60.0,A. Shinnie,61.0,59.0,67,70.0,58.0,65.0,61.0,47.0,13.0,59.0,7.0,28,56.0
7659,39.0,63.0,58.0,80.0,49.0,15.0,71.0,56.0,11.0,11.0,33.0,49.0,39.0,61.0,30.0,67.0,29.0,72.0,49.0,68.0,57.0,33.0,J. Lotiès,71.0,57.0,67,33.0,38.0,30.0,37.0,70.0,10.0,32.0,6.0,33,74.0
7660,32.0,58.0,67.0,70.0,56.0,10.0,58.0,70.0,13.0,12.0,75.0,47.0,58.0,55.0,63.0,67.0,65.0,73.0,68.0,53.0,68.0,65.0,D. Giraldo,60.0,49.0,67,70.0,43.0,44.0,57.0,65.0,15.0,67.0,14.0,26,49.0
7661,59.0,41.0,62.0,69.0,43.0,16.0,75.0,61.0,8.0,8.0,72.0,41.0,63.0,54.0,83.0,46.0,60.0,20.0,65.0,54.0,53.0,76.0,I. Toney,66.0,62.0,67,88.0,67.0,64.0,42.0,50.0,7.0,78.0,8.0,22,65.0
7662,38.0,62.0,65.0,62.0,57.0,6.0,58.0,65.0,13.0,5.0,70.0,46.0,68.0,58.0,70.0,64.0,58.0,31.0,68.0,64.0,53.0,73.0,Choi Jae Hyeon,54.0,38.0,67,56.0,66.0,67.0,64.0,59.0,9.0,74.0,13.0,24,61.0
7663,56.0,35.0,52.0,58.0,54.0,8.0,55.0,58.0,9.0,10.0,67.0,67.0,73.0,63.0,79.0,32.0,63.0,28.0,70.0,54.0,52.0,84.0,S. van der Water,50.0,67.0,67,46.0,68.0,63.0,58.0,24.0,14.0,84.0,6.0,21,72.0
7664,66.0,35.0,56.0,72.0,69.0,16.0,61.0,68.0,12.0,15.0,51.0,60.0,64.0,69.0,70.0,40.0,80.0,35.0,68.0,64.0,66.0,64.0,J. Baxter,51.0,58.0,67,62.0,65.0,67.0,63.0,40.0,10.0,62.0,16.0,26,72.0
7665,60.0,13.0,67.0,77.0,57.0,7.0,74.0,62.0,11.0,11.0,82.0,42.0,63.0,50.0,58.0,12.0,61.0,14.0,65.0,62.0,49.0,77.0,M. Pourié,63.0,62.0,67,75.0,64.0,66.0,54.0,35.0,7.0,74.0,12.0,27,72.0
7666,30.0,64.0,55.0,80.0,53.0,6.0,65.0,63.0,12.0,14.0,79.0,46.0,53.0,46.0,62.0,66.0,68.0,65.0,54.0,58.0,61.0,70.0,J. Moore-Taylor,62.0,39.0,67,90.0,25.0,33.0,56.0,61.0,13.0,64.0,9.0,24,51.0
7667,53.0,61.0,65.0,57.0,67.0,13.0,68.0,70.0,12.0,12.0,68.0,70.0,68.0,64.0,76.0,65.0,79.0,61.0,67.0,60.0,66.0,72.0,E. Zejnullahu,51.0,49.0,67,64.0,51.0,62.0,55.0,65.0,14.0,74.0,6.0,23,69.0
7668,12.0,19.0,63.0,69.0,34.0,66.0,20.0,29.0,65.0,60.0,35.0,12.0,15.0,14.0,49.0,15.0,59.0,12.0,5.0,54.0,26.0,48.0,G. Akkan,13.0,21.0,67,58.0,15.0,13.0,15.0,25.0,66.0,48.0,69.0,23,19.0
7669,36.0,54.0,72.0,62.0,70.0,9.0,70.0,68.0,13.0,9.0,69.0,53.0,52.0,48.0,64.0,56.0,71.0,69.0,65.0,74.0,66.0,56.0,G. Saunders,44.0,49.0,67,71.0,33.0,52.0,45.0,68.0,9.0,62.0,6.0,29,43.0
7670,32.0,61.0,63.0,92.0,42.0,11.0,65.0,60.0,13.0,8.0,66.0,67.0,52.0,56.0,40.0,62.0,32.0,66.0,55.0,57.0,64.0,49.0,M. Bjørnbak,63.0,54.0,67,71.0,33.0,28.0,56.0,68.0,8.0,48.0,10.0,26,78.0
