,Volleys,SlidingTackle,Reactions,Strength,Vision,GKDiving,Aggression,ShortPassing,GKHandling,GKKicking,Stamina,Curve,Dribbling,LongShots,Agility,StandingTackle,Balance,Marking,BallControl,Composure,LongPassing,SprintSpeed,Name,HeadingAccuracy,Penalties,Overall,Jumping,Finishing,Positioning,Crossing,Interceptions,GKPositioning,Acceleration,GKReflexes,Age,ShotPower
9792,48,65,58,58,51,7,62,64,9,9,68,63,69,62,76,60,72,59,73,60,54,73,Borja Herrera,60,60,66,61,53,53,74,60,10,74,11,24,64
9793,58,26,55,47,62,14,48,63,15,7,68,57,72,65,86,34,89,40,71,67,49,79,Paolo Fernandes,38,59,66,46,61,58,58,37,15,77,8,18,68
9794,31,64,62,65,58,15,56,56,10,15,82,36,57,23,57,66,56,67,55,65,54,71,T. Nakamura,65,33,66,72,29,45,67,59,14,65,7,27,26
9795,54,42,53,56,62,7,53,58,8,11,74,58,70,55,90,44,83,43,68,62,54,82,M. Gardyne,55,67,66,83,56,54,63,41,8,81,6,31,58
9796,57,46,62,60,66,11,39,67,15,8,70,54,64,56,79,54,77,48,66,62,64,72,A. Wildig,38,49,66,72,59,60,60,29,11,74,12,25,58
9797,41,63,67,74,45,13,68,55,9,15,60,37,50,43,63,68,64,65,58,56,59,52,C. Pérez,70,40,66,79,41,46,33,58,6,66,8,31,59
9798,57,63,65,58,37,9,56,61,7,10,82,61,59,49,73,61,81,59,68,63,58,85,D. Mignanelli,40,29,66,48,35,44,67,54,15,74,5,24,58
9799,33,74,60,67,51,6,69,67,6,14,68,55,64,34,55,75,58,68,58,65,53,54,O. Haddadi,62,41,66,65,34,55,58,60,9,67,14,25,42
9800,68,24,61,63,52,7,64,60,13,8,65,69,67,60,69,28,72,26,65,66,38,66,C. Davies,63,66,66,69,64,65,57,35,12,69,13,31,69
9801,41,51,65,65,66,8,50,66,13,15,75,69,63,65,76,59,83,41,68,66,62,73,J. Forster-Caskey,49,68,66,70,57,64,52,58,7,74,9,23,64
9802,48,37,65,56,66,8,64,70,8,11,64,58,72,62,76,39,78,34,74,65,66,74,U. Zeybek,53,55,66,75,58,62,62,42,12,74,11,22,61
9803,43,58,59,56,56,9,72,70,11,12,60,60,47,58,66,70,62,57,61,56,70,60,Tropi,52,70,66,58,39,49,59,73,7,64,11,22,71
9804,33,61,58,91,33,10,81,55,6,6,62,33,36,41,31,68,28,54,48,48,41,54,E. Mbende,75,45,66,34,36,22,31,59,6,41,9,21,46
9805,53,36,49,80,45,6,67,61,13,12,73,31,69,55,65,32,53,20,65,60,45,62,K. Kawamata,70,60,66,72,72,62,32,20,9,61,11,27,62
9806,52,53,64,65,73,15,69,77,12,13,34,81,58,74,35,61,55,56,71,65,78,34,Abel Gómez,43,68,66,42,59,62,64,60,8,36,8,35,80
9807,51,24,61,57,63,8,40,64,12,8,64,67,66,54,83,35,86,33,64,55,57,77,L. Holmes,30,59,66,73,59,60,67,34,14,76,8,30,52
9808,33,61,64,75,25,10,72,56,14,14,63,42,48,26,58,65,56,66,53,61,53,64,F. Helstrup,59,41,66,57,23,29,43,66,7,53,11,24,38
9809,47,62,68,57,62,10,66,66,13,15,80,75,56,68,68,67,70,65,65,52,58,72,L. Mosquera,60,66,66,69,57,67,68,58,12,70,14,28,67
9810,55,37,56,55,67,13,68,68,7,13,78,46,72,51,72,39,83,42,69,68,66,75,S. Scougall,42,44,66,68,63,66,63,59,9,76,6,24,63
9811,45,65,62,71,62,16,70,66,12,13,52,42,58,60,67,65,71,66,61,58,64,43,M. Jiménez,56,60,66,74,46,52,59,68,12,41,14,36,60
9812,61,12,52,61,54,13,55,63,10,8,69,66,72,68,82,19,69,16,71,54,57,68,Luisinho,60,54,66,60,70,63,57,11,12,74,10,26,65
9813,6,10,68,65,37,69,30,23,59,62,21,14,10,7,40,11,50,9,20,27,26,33,H. Koffi,13,16,66,68,8,8,11,14,63,35,70,20,21
9814,46,66,65,84,47,15,44,70,11,16,67,43,65,59,59,67,72,62,68,68,70,48,D. Post,50,45,66,65,55,61,56,60,10,65,13,28,60
9815,65,23,50,80,43,15,69,64,8,14,60,33,64,60,51,34,48,27,64,62,31,70,T. Gabuza,63,57,66,71,71,58,56,29,14,73,6,29,72
9816,38,62,65,74,58,8,70,63,7,9,75,44,58,56,64,65,66,63,63,63,61,65,T. Albutat,59,48,66,65,49,55,43,64,9,64,9,24,62
9817,35,53,63,76,66,5,61,67,11,11,71,55,69,54,60,60,44,55,67,58,63,70,T. Ephestion,62,52,66,58,51,64,57,57,8,66,11,22,65
9818,50,25,62,74,57,14,43,66,16,7,61,67,69,68,69,32,60,20,67,55,57,77,M. Thiel,48,46,66,40,59,64,65,33,10,69,9,24,80
9819,44,61,65,72,60,15,74,65,15,16,70,58,53,56,67,64,70,55,66,67,65,55,H. Hauger,45,45,66,74,35,47,40,67,7,58,10,31,65
9820,55,65,66,61,62,7,68,60,12,9,81,52,63,64,66,65,62,65,61,67,62,68,Kim Chang Soo,60,56,66,62,59,66,57,63,6,69,9,31,55
9821,61,39,68,56,67,10,53,69+3,16,9,34,75,65,58,63,47,71,34,70,70,63,54,M. Rosales,52,68,66,47,55,65,69,45,6,53,8,36,65
9822,33,65,61,61,45,10,71,64,8,15,70,67,57,45,70,68,74,67,70,67,62,65,B. Kuipers,59,39,66,70,24,52,63,60,14,68,15,22,64
9823,52,20,62,45,69,6,38,67,6,7,67,65,65,46,73,14,82,19,66,53,65,69,K. Nagasawa,30,49,66,62,54,65,63,19,8,72,10,25,56
9824,22,63,57,82,54,9,65,60,8,10,73,33,64,22,56,65,51,64,59,38,52,85,S. Abdul-Salaam,64,31,66,74,21,45,55,65,12,74,11,25,47
9825,42,63,60,70,53,7,61,63,6,11,74,53,62,47,77,63,65,63,62,62,53,78,S. Cummings,62,51,66,70,39,56,65,63,10,77,13,28,53
9826,44,21,54,43,58,13,28,63,9,13,62,62,73,62,79,23,82,22,72,57,48,75,Brahim Díaz,30,58,66,67,65,61,43,20,10,78,6,17,69
9827,54,23,61,63,67,12,49,71,7,13,60,43,66,63,82,27,74,30,65,50,64,66,K. Taketomi,68,46,66,84,70,68,63,55,8,61,10,26,70
9828,35,66,56,91,32,11,72,53,10,6,51,26,36,28,39,70,42,61,47,56,27,35,Cleylton Santos,65,44,66,45,25,23,33,61,5,46,10,24,41
9829,46,62,62,82,50,8,73,54,13,6,68,40,42,43,34,65,46,65,50,49,49,52,D. Jaković,61,39,66,75,30,27,17,64,12,46,8,31,52
9830,27,63,62,61,52,13,63,63,13,16,69,52,60,57,61,64,70,61,63,60,59,76,A. Chicksen,51,46,66,62,51,51,64,62,9,78,6,25,59
9831,45,63,62,49,45,13,71,62,15,10,73,69,66,48,80,64,82,65,61,60,55,76,N. Miatke,53,43,66,77,44,53,66,60,7,78,13,27,65
9832,28,66,63,84,55,7,70,67,8,7,66,33,46,26,34,68,36,59,57,64,62,34,B. Dabanli,68,41,66,33,30,40,43,60,8,33,7,27,51
9833,58,20,59,80,64,9,60,62,10,11,63,56,64,58,64,20,67,16,67,61,50,64,M. Fortuné,68,65,66,73,62,63,59,40,9,59,14,35,71
9834,53,28,66,45,64,15,71,65,8,8,47,63,67,45,76,43,78,23,66,65,58,74,D. Dražić,39,47,66,66,60,67,69,42,10,75,5,21,51
9835,59,40,57,42,66,9,60,63,7,11,64,74,71,70,79,44,82,31,67,65,63,80,M. El Hankouri,37,50,66,60,47,57,62,35,15,83,8,20,69
9836,29,62,64,76,48,9,59,60,6,15,64,31,47,33,50,67,47,64,55,53,51,65,R. Koch,65,38,66,54,25,44,40,66,8,51,6,20,51
9837,34,62,68,75,51,14,65,60,7,15,66,25,35,35,53,65,57,64,54,68,62,62,K. Madsen,59,25,66,69,23,44,42,66,11,56,10,28,62
9838,32,66,62,90,46,8,49,46,16,11,67,22,23,21,33,74,29,65,46,58,45,53,R. Cornthwaite,73,47,66,28,46,40,26,61,15,30,7,31,50
9839,47,45,64,78,66,7,75,70,16,6,80,64,55,68,64,57,66,59,65,63,66,66,M. O'Connor,58,61,66,52,59,58,66,62,16,65,7,29,72
9840,40,58,62,64,60,8,79,66,12,8,73,59,69,53,83+1,62,83,67,65,57,62,80,P. Kammerbauer,49,40,66,74,45,59,66,54,5,85,7,20,53
9841,27,62,59,78,59,14,76,58,11,8,81,55,59,69,59,66,62,63,61,68,67,73,A. Fadlalla,65,34,66,53,51,65,71,60,6,64,6,23,78
9842,55,58,63,61,64,13,53,64,14,14,80,67,68,68,70,63,73,56,68,67,66,78,J. Valdez Chamorro,53,53,66,79,55,62,50,55,9,82,15,23,68
9843,12,62,60,80,19,9,67,46,5,15,66,17,38,16,60,66,34,65,55,57,45,67,A. Ligi,63,15,66,68,22,13,25,63,6,65,14,27,20
9844,36,60,60,69,62,16,75,63,8,8,71,62,64,61,68,62,72,65,66,67,53,75,S. Ringstad,54,40,66,65,51,63,66,65,14,73,8,25,72
9845,32,70,59,74,41,11,67,67,12,7,64,48,62,37,55,70,60,66,60,58,64,63,S. Sukharev,54,55,66,63,36,33,56,59,6,64,10,30,73
9846,47,49,63,51,73,14,43,62,16,17,69,45,76,55,72,52,60,47,73,57,52,59,J. Pardaneos,52,53,66,55,51,59,52,50,15,73,13,25,63
9847,51,13,62,45,64,12,54,58,11,7,78,62,66,63,80,21,78,20,67,59,57,90,M. Könnecke,52,50,66,74,62,61,63,48,9,90,13,28,61
9848,45,61,55,79,47,8,81,55,10,10,60,37,44,47,57,62,47,62,50,56,50,60,D. Henry,67,30,66,80,36,32,43,63,11,66,15,24,65
9849,51,51,55,46,62,7,51,67,8,8,70,54,74,52,57,59,69,47,67,66,66,83,Y. Baraye,46,50,66,56,68,58,61,37,8,73,15,25,59
9850,56,18,59,73,57,11,68,52,14,11,50,72,69,63,59,19,68,23,68,57,41,62,Sergi Guardiola,68,71,66,61,68,63,43,28,11,62,11,26,61
9851,8,20,64,59,27,64,16,24,62,58,29,19,10,12,36,13,42,9,23,32,25,37,S. Şahin-Radlinger,12,16,66,55,15,13,12,12,64,42,71,24,20
9852,19,13,66,56,12,68,35,29,62,63,31,17,14,15,44,11,48,14,22,45,28,38,D. Lopar,15,21,66,61,15,16,11,19,63,42,65,32,13
9853,26,62,56,81,31,8,63,63,11,12,73,41,33,25,58,67,62,63,49,56,57,50,N. Ansell,63,49,66,78,21,27,37,63,14,57,12,23,45
9854,67,16,55,42,63,15,59,62,7,11,66,64,63,69,84,17,89,22,65,61,61,75,J. Bègue,65,63,66,80,71,61,65,15,7,74,11,23,72
9855,28,67,59,59,39,14,72,59,8,12,69,39,69,30,70,64,66,58,61,53,55,77,L. Geminiani,54,27,66,59,30,57,70,68,14,74,13,26,38
9856,33,62,64,74,33,11,70,46,6,14,61,40,50,26,45,66,53,64,63,58,39,51,Pedro Pinto,67,39,66,74,30,31,53,65,12,63,14,22,42
9857,54,60,62,75,47,15,66,61,6,13,67,51,52,42,73,65,66,61,55,66,59,76,A. Nordvik,68,53,66,76,34,44,59,65,8,74,6,30,68
9858,13,16,55,60,25,69,23,26,62,58,26,14,10,16,50,14,42,10,22,40,26,35,F. Coppola,15,21,66,59,11,10,10,20,73,34,64,39,23
9859,29,62,68,69,49,13,52,54,9,15,70,40,57,34,71,68,73,67,62,68,58,75,V. Agardius,53,38,66,61,26,49,64,64,6,73,8,27,56
9860,35,64,61,71,61,13,67,70,16,14,70,52,59,42,57,69,69,63,58,63,62,66,A. Tamèze,55,54,66,60,41,41,46,66,15,58,14,23,63
9861,41,61,69,90,40,14,77,59,10,9,67,45,51,34,46,62,45,61,60,52,59,47,G. Venegas,62,42,66,35,45,61,57,67,9,40,15,33,56
9862,67,61,67,70,65,6,82,66,10,14,73,56,66,66,68,62,78,66,65,70,64,54,B. Riise,57,63,66,65,59,63,61,64,12,62,6,34,77
9863,55,59,63,75,64,7,56,66,12,11,77,74,63,70,64,60,59,60,66,58,64,67,K. Vermeulen,65,54,66,63,59,67,39,46,12,59,16,26,69
9864,55,17,60,67,50,16,53,61,15,16,68,52,62,54,68,11,62,22,64,65,50,69,R. Cisneros,65,64,66,68,68+4,69+3,41,32,8,71,10,20,62
9865,41,30,69,43,59,7,42,66,11,11,64,52,68,55,61,34,75,20,64,55,60,74,Benito,46,51,66,40,60,60,59,24,12,71,13,21,63
9866,63,16,67,66,63,12,57,57,12,11,68,52,64,60,81,13,56,13,69,55,51,75,Ko Moo Yeol,65,61,66,71,62,67,58,43,10,75,10,26,63
9867,40,64,57,61,50,15,62,61,9,13,81,58,57,40,69,64,65,64,59,55,54,85,D. Remick,52,54,66,81,41,53,58,58,12,77,7,26,51
9868,55,63,74,73,73,8,55,60,8,13,87,62,45,49,70,54,58,70,55,71,58,61,Jallyson Neto,75,43,66,86,45,59,60,64,8,65,16,25,57
9869,41,75,48,76,39,13,75,57,14,12,61,38,56,48,63,74,70,64,63,61,55,85,T. Socha,47,42,66,80,44,55,53,74,10,62,14,29,46
9870,63,20,67,78,44,7,51,58,14,10,67,39,59,66,61,18,56,14,65,64,47,70,G. Beretta,63,48,66,70,65,65,52,17,13,66,15,25,65
9871,62,24,68,42,62,9,41,68,11,15,66,54,67,63,79,27,82,26,66,59,59,73,Rochinha,35,57,66,41,63,56,62,25,14,76,15,22,64
9872,52,23,59,71,62,12,44,60,16,15,67,68,72,66,74,22,70,20,68,64,46,88,M. Rosheuvel,44,60,66,66,57,57,62,43,9,78,11,26,63
9873,62,14,66,56,63,16,39,61,8,14,62,68,68,68,71,20,64,21,65,61,52,73,S. Saad,54,63,66,65,65,63,62,35,14,71,8,24,78
9874,46,62,64,75,69,14,66,67,10,13,72,57,58,47,65,64,65,58,64,64,61,62,T. Danneberg,66,58,66,74,48,54,44,63,14,66,8,31,69
9875,56,21,54,56,63,13,38,70,15,13,74,69,65,60,91,30,86,19,60,64,63,85,H. Mojica,42,62,65,91,56,54,61,30,14,88,11,24,65
9876,17,60,60,70,47,7,70,51,7,15,69,24,35,33,55,64,62,65,55,58,64,43,P. Robinson,64,32,65,73,34,40,32,65,9,41,12,35,59
9877,47,62,59,68,48,7,64,71,6,6,68,47,58,45,56,63+1,68,61+1,63,57,63,67,C. Martins Pereira,65,45,65,58,46,57,52,63,13,59,13,20,65
9878,58,23,56,73,53,8,47,58,14,10,64,54,64,63,63,27,55,23,61,57,38,70,O. Bogle,63,60,65,63,66,65,39,32,14,72,8,23,63
9879,47,57,63,51,65,11,66,64,12,12,86,44,61,58,76,62,78,46,63,59,62,66,G. Hendrickx,56,43,65,69,52,63,58,63,8,69,14,22,57
9880,23,64,59,72,26,10,63,57,13,7,68,25,34,20,60,68,64,66,41,59,52,57,Ko Tae Won,65,30,65,63,33,31,26,65,7,65,12,24,31
9881,55,52,63,57,62,5,42,66,5,12,64,59,72,65,71,56,80,48,70,54,63,64,Carbonell,54,52,65,56,69,59,64,48,12,67,14,19,58
9882,30,68,55,85,30,13,48,61,15,14,62,35,41,22,43,71,43,59,50,54,62,63,S. Konde,65,42,65,79,30,29,55,58,7,63,6,24,46
9883,62,46,63,53,63,8,59,68,8,6,64-2,70,69,60,65,53,59,42,69,65,65,69,A. Fernández,68,59,65,62,57,62,62,55,11,69,13,31,68
9884,47,62,64,57,51,8,64,61,12,10,81,72,63,47,71,62,71,60,62,66,62,72,C. Hussey,46,54,65,84,24,49,72,55,7,68,11,28,57
9885,12,18,58,38,31,70,16,24,62,66,33,17,15,12,59,20,58,16,22,23,24,42,J. Chunga,12,23,65,52,12,17,17,20,58,43,69,25,22
9886,47,42,63,67,68,7,52,68,7,8,76,64,64,52,75,62,74,38,66,56,62,76,M. Perez,56,52,65,60,48,60,46,59,7,76,13,26,59
9887,51,36,47,77,48,6,42,56,7,13,50,51,72,58,76,31,60,30,66,61,39,88,Y. Meité,50,61,65,56,58,65,57,20,11,85,10,21,68
9888,9,13,49,63,23,68,26,29,65,66,19,15,13,8,26,10,23,11,17,22,25,23,C. Früchtl,11,13,65,40,11,6,10,11,64,25,68,17,29
9889,52,29,56,44,57,11,29,59,14,9,56,63,67,42,80,21,77,23,64,42,56,84,Francis,33,53,65,48,57,62,63,23,12,79,6,21,53
9890,55,59,61,65,66,7,51,68,8,15,70,62,65,59,70,57,71,44,64,68,64,67,D. Giorico,54,59,65,70,34,57,59,63,7,66,11,25,54
9891,30,60,64,74,55,14,72,69,16,6,70,50,61,43,73,61,72,62,66,61,55,74,W. Creavalle,62,44,65,67,56,54,47,65,10,77,9,26,45
9892,32,54,56,70,56,10,58,69,13,12,72,47,58,55,63,67,65,60,68,50,68,65,D. Giraldo,57,53,65,70,43,44,49,60,15,67,14,25,49
9893,30,65,58,78,39,8,70,66,15,12,77,34,58,13,48,67,64,67,57,64,57,59,A. Considine,71,38,65,78,15,25,57,68,11,51,10,30,44
9894,57,33,57,61,48,10,59,62+4,13,13,73,51,72,49,88,22,79,21,67+2,60,43+3,90,T. Kanamori,59,63,65,68,60,63,53+2,19,7,90,10,23,60+5
9895,42,25,45,58,65,10,31,59,9,12,61,61,72,48,60,33,71,29,71,58,50,77,E. Chirambadare,38,56,65,41,55,55,64,21,10,75,14,25,55
9896,48,62,68,52,44,5,64,58,11,10,74,58,64,33,81,60,76,58,63,66,54,74,Bebeto,55,44,65,72,45,54,64,58,14,75,12,27,54
9897,36,63,62,70,53,8,70,68,16,11,74,55,61,42,68,66,66,60,64,65,58,69,C. Menz,60,43,65,70,26,38,62,59,10,66,15,28,49
9898,55,24,60,63,52,9,45,57,7,7,64,52,67,60,76,27,75,30,66,32,61,87,O. Gaona Lugo,56,67,65,54,62,52,64,34,16,90,7,26,63
9899,14,16,61,68,24,64,25,34,65,60,34,16,19,19,35,18,35,18,20,32,23,29,H. Zeinstra,15,30,65,56,21,19,12,23,65,32,66,27,22
9900,59,41,58,72,41,16,75,56,8,8,74,41,61,43,87,46,59,18,59,48,39,78,I. Toney,66,58,65,87,67,64,42,52,7,77,8,21,63
9901,18,13,59,72,23,68,26,28,61,65,24,15,12,14,48,16,45,14,16,56,43,41,No Dong Geon,15,25,65,61,16,11,17,16,61,43,69,25,22
9902,29,60,60,89,51,15,67,60,16,8,81,26,45,45,30,62,34,62,49,61,61,34,N. Topor-Stanley,66,41,65,79,31,26,54,62,12,33,10,32,59
9903,45,26,59,57,54,10,40,55,7,12,78,39,63,55,83,24,85,24,58,54,48,92,P. Rojas,43,56,65,75,66,64,62,22,5,90,11,25,65
9904,36,54,68,61,65,9,68,68,13,9,69,53,52,48,65,56,71,59,65,71,66,61,G. Saunders,44,49,65,71,33,52,45,67,9,62,6,28,43
9905,18,17,55,54,23,75,40,16,60,59,30,10,15,18,65,19,70,17,14,29,24,64,Palatsí,10,27,65,82,19,13,17,16,56,63,71,29,44
9906,33,61,61,65,55,12,58,62,15,15,73,62,66,51,68,62,70,61,63,58,57,75,H. Toffolo,59,33,65,75,36,61,66,60,13,76,13,21,58
9907,46,59,62,62,65,13,61,65,6,9,66,68,65,62,69,61,68,64,64,69,62,71,A. Tapia,63,47,65,61,56,66,61,56,8,70,12,30,69
9908,37,70,57,56,70,8,61,71,7,8,55,67,65,53,57,64,75,57,68,67,68,45,C. Colkett,58,58,65,51,47,56,68,42,14,53,10,20,61
9909,23,72,73,65,33,12,56,63,8,13,66,27,28,23,37,70,60,62,54,52,22,53,Y. Hiraoka,45,31,65,72,17,27,21,69,14,53,12,31,39
9910,43,52,66,47,66,14,52,70,6,13,33,52,61,50,70,48,72,40,62,70,66,68,M. Zajc,55,48,65,56,52,73,51,39,11,66,5,23,51
9911,27,63,56,70,47,9,59,62,7,8,70,36,54,41,54,66,64,62,59,58,60,70,K. Enghardt,65,60,65,75,30,39,49,61,14,63,13,25,53
9912,59,15,60,86,60,12,73,61,14,13,80,45,44,56,58,19,56,30,67,65,50,65,T. Pope,73,57,65,92,69,66,40,47,16,51,13,31,61
9913,57,60,59,58,67,10,59,67,13,7,76,49,65,45,59,61,70,53,70,70,65,65,O. Custodio,50,64,65,59,40,43,47,68,12,68,8,22,62
9914,59,58,62,61,63,14,62,64,10,9,91,67,67,64,85,62,70,56,63,62,61,85,P. Strand,48,56,65,69,56,58,64,64,7,87,10,22,71
9915,40,61+2,67+2,57+1,62+1,6,51+2,65+2,5,15,82,61+2,66+1,64+2,75,62+1,74,66+2,65+2,56+2,66+2,73,B. Cascini,56+2,51,65,72,45+2,54+1,54+2,59+2,14,70,10,20,66+1
9916,13,63,56,79,52,8,72,60,6,7,81,56,62,40,62,66,58,59,61,53,54,78,J. Naismith,62,44,65,74,45,50,57,59,11,76,7,23,65
9917,42,63,61,79,54,11,83,60,8,9,81,61,41,64,57,63,58,61,56,59,59,64,M. Pazurek,61,66,65,90,38,45,56,63,12,61,8,28,74
9918,47,36,55,62,64,10,63,65,9,16,76,61,72,61,69,39,74,33,71,67,68,71,K. Dempsey,51,48,65,67,61,65,59,45,8,74,11,21,57
9919,59,33,73,63,70,13,48,61,6,8,56,69,59,61,71,26,75,32,63,74,49,78,L. Nilsson,44,74,65,60,64,70,54,28,15,74,16,35,65
9920,48,54,58,57,68,9,55,65,12,12,62,56,66,62,77,56,62,51,68,60,66,62,C. Sloth,38,58,65,58,60,64,41,55,9,68,15,25,68
9921,28,67,56,79,29,16,74,47,13,9,64,31,39,27,40,64,53,61,45,59,37,43,Diney,64,46,65,78,29,28,27,60,7,43,12,22,47
9922,50,13,57,58,64,9,50,66,8,15,67,43,66,48,80,18,75,13,65,62,50,74,Suh Myeong Won,45,57,65,45,65,62,60,21,9,74,15,22,70
9923,24,62,62,79,36,9,68,59,7,9,66,38,60,25,60,71,54,70,64,62,40,68,Kainho Selva,63,34,65,72,24,38,58,65,16,64,9,29,48
9924,22,63,63,76,54,12,65,64,16,11,84,50,49,21,54,74,64,62,45,49,55,74,W. Moke,49,39,65,72,27,37,46,66,10,72,9,29,59
9925,18,60,64,70,55,8,61,62,15,11,78,53,57,21,81,63,77,57,53,56,53,84,R. Foster,64,29,65,80,17,19,56,56,12,81,6,31,49
9926,68,18,55,76,52,6,52,44,13,7,67,35,63,63,64,24,64,19,67,51,24,58,M. Asenjo,66,64,65,67,67,63,25,19,7,54,12,22,71
9927,18,19,70,75,58,62,34,33,64,60,30,12,18,14,40,15,43,14,19,49,32,25,E. Bugge Pettersen,18,15,65,62,13,13,19,17,64,34,63,37,30
9928,48,63,73,70,59,8,62,65,11,9,68,59,66,53,71,59,59,63,73,56,61,68,A. Oueslati,50,47,65,62,53,61,67,67,11,68,6,25,51
9929,54,20,61,68,56,10,35,44,15,7,75,54,59,62,78,27,77,18,65,63,27,73,C. Amaya,59,73,65,73,68,67,48,18,9,74,9,26,62
9930,41,65,59,73,51,13,67,66,11,13,59,50,58,35,61,68,60,62,58,54,60,64,M. Schulz,55,54,65,55,42,41,51,65,13,54,13,22,62
9931,57,65,64,70,39,8,70,58,15,10,71,60,54,46,52,68,62,64,55,58,60,74,P. Jaroszyński,60,47,65,71,39,34,57,60,9,72,13,22,49
9932,33,45,62,62,63,6,77,65,10,10,69,38,56,38,78,40,84,39,59,65,58,74,A. Baluta,65,41,65,63,59,67,66,43,6,80,8,23,46
9933,46,58,63,64,64,9,64,65,10,10,71,44,66,58,72,60,70,59,69,58,60,71,V. Jugović,55,63,65,84,64,68,55,60,14,75,13,27,60
9934,31,71,56,70,31,12,51,59,14,8,68,28,35,20,47,73,56,65,55,58,45,61,Lucas Possignolo,46,35,65,89,22,20,29,65,14,55,5,23,36
9935,20,58,65,81,32,14,67,45,9,6,70,26,24,17,64,65,51,60,36,66,44,66,B. Tiru,65,32,65,65,16,25,29,68,13,62,8,23,39
9936,58,34,47,57,61,11,38,62,5,13,55,60,67,69,72,37,73,21,65,57,58,79,Carles Pérez,53,57,65,59,68,58,63,23,7,81,12,19,82
9937,66,62,57,56,58,13,63,65,11,13,80,60,58,64,77,60,76,58,60,60,60,81,L. Leahy,62,37,65,76,54,59,62,59,7,76,12,24,69
9938,63,65,65,57,55,13,55,65,11,7,65,58,65,47,72,62,71,59,63,64,61,75,D. Vrzogic,60,46,65,63,39,45,63,59,9,74,7,27,58
9939,34,65,63,67,45,6,69,61,6,15,64,58,61,33,63,65,65,61,55,60,54,79,S. Francis,52,40,65,70,40,45,63,61,7,74,6,30,51
9940,39,61,54,72,53,16,70,64,7,12,78,39,56,51,71,62,72,63,62,55,63,74,D. Pedersen,63,37,65,74,41,46,53,64,10,67,13,24,53
9941,33,62,53,76,34,7,56,43,15,6,59,31,33,26,68,65,56,64,59,49,39,74,M. Ihiekwe,68,45,65,71,28,25,38,65,15,66,8,24,39
9942,18,66,62,71,38,12,64,58,9,7,62,31,52,17,51,67,48,64,50,59,52,62,R. Burke,63,40,65,62,20,30,45,65,11,64,8,20,53
9943,45,39,54,56,58,13,64,67,15,14,71,39,64,68,83,38,70,29,61,52,54,86,A. Rodríguez,56,59,65,66,68,59,74,11,12,83,13,24,65
9944,56,51,61,67,63,9,47,65,15,13,72,59,65,55,71,58,79,49,65,64,64,71,S. Mauk,55,44,65,60,64,65,60,52,8,69,9,21,62
9945,14,16,57,73,49,66,24,36,65,72,42,14,16,10,34,18,41,14,20,32,31,43,Óscar Whalley,13,24,65,64,17,13,24,19,63,42,66,23,24
9946,49,61,58-1,68,55-2,15,76,60,8,15,77,69,60-2,46,66-3,64,70,60,60-1,52-3,55,79,D. Lovitz,55,53,65,70,52-3,55,62,60,12,79,10,25,53
9947,51,18,64,60,64,14,32,61,13,7,73,61,68,58,76,17,76,25,71,63,60,65,José Kanté,62,66,65,76,64,68,53,17,13,67,10,26,62
9948,53,63,62,70,51,9,67,58,7,7,87,54,55,53,60,62,68,60,63,60,62,71,M. Solheim,65,43,65,83,42,39,61,60,14,65,11,29,62
9949,38,57,60,76,59,7,53,70,9,10,75,69,63,54,56,61,57,56,68,64,62,68,R. Andrich,57,56,65,63,46,58,63,61,13,64,15,22,59
9950,43,45,69,52,67,16,74,64,19,15,71,57,68,43,58,74,71,61,56,59,74,74,Henrique Jardinel,41,59,65,56,45,62,54,55,16,42,14,29,41
9951,61,20,58,82,60,14,54,59,12,11,69-1,62,60,55,62,20,64,22,60,65,42,52,M. Richards,65,71,65,74,64,69,42,22,8,61,12,34,73
9952,52,25,67,58,50,11,41,57,7,13,65,45,60,52,70,32,68,28,61,54,42,73,M. Sansores,66,57,65,77,64,65,45,34,16,71,12,26,65
9953,42,69,57,44,52,12,58,62,14,14,74,44,69,35,79,64,82,61,66,55,51,72,V. Ranković,39,41,65,70,33,51,65,56,10,78,14,24,39
9954,16,16,61,52,28,64,35,27,66,61,42,14,9,15,42,16,38,19,22,28,24,44,J. Martínez,15,22,65,55,13,13,14,20,65,38,64,23,25
9955,28,66,59,76,30,7,60,56,16,15,55,30,45,31,55,68,65,62,53,49,49,51,B. Gimber,63,25,65,65,27,26,37,61,7,55,13,20,38
9956,57,31,66,47,46,6,57,52,12,8,53,49,70,56,77,35,88,25,66,62,40,86,I. Faye,52,61,65,59,66,65,64,23,5,79,10,24,70
9957,22,64,50,81,31,9,57,49,14,8,32,44,20,33,31,66,30,62,38,56,50,31,A. Nef,80,45,65,74,19,43,43,63,12,29,12,35,46
9958,42,65,67,58,27,10,68,61,8,9,77,50,44,29,62,62,73,63,58,39,40,67,S. Tritz,45,52,65,86,28,13,62,66,6,71,9,30,50
9959,49,41,65,62,48,15,19,64,9,10,62,51,65,53,75,47,73,49,66,49,62,78,B. Inman,40,57,65,54,65,59,59,36,7,78,13,25,55
9960,52,23,57,66,54,11,37,63,7,8,56,54,68,57,67,24,64,19,65,50,52,84,J. Kiesewetter,47,59,65,59,61,62,61,38,14,75,10,24,62
9961,31,63,59,64,39,13,50,62,11,11,74,59,58,38,68,66,72,64,59,57,47,73,C. Lenz,47,35,65,66,35,38,61,63,10,67,9,22,52
